주문일,배송방식,고객명,고객분류,시군구,시도,지역,제품대분류,제품소분류,이름,매출,수량,할인율,이익
2020.1.2,표준등급,Victoria Wilson,기업고객,기장군,부산,특별광역시,사무용품,라벨,Avery 505,23.68,2,0.2,8.88
2020.1.2,표준등급,Victoria Wilson,기업고객,기장군,부산,특별광역시,가구,책장,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,452.45,5,0.5,-244.323
2020.1.2,표준등급,Victoria Wilson,기업고객,기장군,부산,특별광역시,전자제품,전화기,Speck Products Candyshell Flip Case,62.982,3,0.4,-14.6958
2020.1.2,표준등급,Victoria Wilson,기업고객,기장군,부산,특별광역시,전자제품,기계,Cisco 9971 IP Video Phone Charcoal,1188,9,0.7,-950.4
2020.1.2,표준등급,Victoria Wilson,기업고객,기장군,부산,특별광역시,전자제품,액세서리,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,89.584,2,0.2,4.4792
2020.10.29,표준등급,Jonathan Howell,개인고객,송파구,서울,수도권,사무용품,저장고,"Personal Filing Tote with Lid, Black/Gray",93.06,6,0,26.0568
2020.10.29,표준등급,Jonathan Howell,개인고객,송파구,서울,수도권,전자제품,전화기,Adtran 1202752G1,302.376,3,0.2,22.6782
2020.12.24,1등급,Joni Blumstein,개인고객,도봉구,서울,수도권,사무용품,잠금장치,OIC Bulk Pack Metal Binder Clips,5.584,2,0.2,1.8148
2020.12.24,1등급,Joni Blumstein,개인고객,도봉구,서울,수도권,사무용품,종이,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",22.704,6,0.2,8.2302
2020.12.24,1등급,Joni Blumstein,개인고객,도봉구,서울,수도권,사무용품,바인더,Ibico Standard Transparent Covers,19.776,4,0.7,-13.8432
2020.12.24,1등급,Joni Blumstein,개인고객,도봉구,서울,수도권,가구,기타 가구,"Executive Impressions 14"" Two-Color Numerals Wall Clock",72.704,4,0.2,19.0848
2020.12.24,1등급,Joni Blumstein,개인고객,도봉구,서울,수도권,전자제품,기계,Swingline SM12-08 MicroCut Jam Free Shredder,479.988,4,0.7,-383.9904
2020.12.24,1등급,Joni Blumstein,개인고객,도봉구,서울,수도권,사무용품,아트,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.168,2,0.2,2.7168
2020.8.9,표준등급,David Smith,기업고객,동구,부산,특별광역시,사무용품,아트,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",2.2,1,0,0.968
2020.8.9,표준등급,David Smith,기업고객,동구,부산,특별광역시,가구,테이블,Bevis 36 x 72 Conference Tables,622.45,5,0,136.939
2020.8.9,표준등급,David Smith,기업고객,동구,부산,특별광역시,사무용품,저장고,Rogers Deluxe File Chest,21.98,1,0,0.2198
2019.9.13,표준등급,Erin Ashbrook,기업고객,전주시,전라북도,전라,사무용품,바인더,GBC Instant Index System for Binding Systems,18.648,7,0.7,-12.432
2019.4.8,표준등급,Christopher Schild,홈오피스,광양시,전라남도,전라,가구,테이블,Bush Advantage Collection Round Conference Table,233.86,2,0.45,-102.048
2019.4.8,표준등급,Christopher Schild,홈오피스,광양시,전라남도,전라,가구,테이블,Bretford Rectangular Conference Table Tops,620.6145,3,0.45,-248.2458
2019.4.8,표준등급,Christopher Schild,홈오피스,광양시,전라남도,전라,사무용품,바인더,GBC Instant Index System for Binding Systems,5.328,2,0.7,-3.552
2019.4.8,표준등급,Christopher Schild,홈오피스,광양시,전라남도,전라,가구,기타 가구,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",258.072,3,0.2,0
2019.4.8,표준등급,Christopher Schild,홈오피스,광양시,전라남도,전라,전자제품,액세서리,Logitech P710e Mobile Speakerphone,617.976,3,0.2,-7.7247
2019.11.13,표준등급,David Bremer,기업고객,용산구,서울,수도권,사무용품,종이,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),10.56,2,0,4.752
2020.6.5,2등급,Ken Lonsdale,개인고객,남동구,인천광역시,특별광역시,사무용품,종이,Xerox 1957,25.92,5,0.2,9.396
2020.6.5,2등급,Ken Lonsdale,개인고객,남동구,인천광역시,특별광역시,가구,기타 가구,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,419.68,5,0.6,-356.728
2020.6.5,2등급,Ken Lonsdale,개인고객,남동구,인천광역시,특별광역시,가구,기타 가구,Staple-based wall hangings,11.688,3,0.6,-4.6752
2020.6.5,2등급,Ken Lonsdale,개인고객,남동구,인천광역시,특별광역시,전자제품,전화기,PureGear Roll-On Screen Protector,31.984,2,0.2,11.1944
2020.6.5,2등급,Ken Lonsdale,개인고객,남동구,인천광역시,특별광역시,가구,테이블,KI Conference Tables,177.225,5,0.5,-120.513
2020.6.5,2등급,Ken Lonsdale,개인고객,남동구,인천광역시,특별광역시,가구,기타 가구,Eldon 100 Class Desk Accessories,4.044,3,0.6,-2.8308
2020.6.5,2등급,Ken Lonsdale,개인고객,남동구,인천광역시,특별광역시,사무용품,아트,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408,2,0.2,1.2038
2020.12.11,2등급,Logan Haushalter,개인고객,서초구,서울,수도권,가구,의자,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,2,0.2,28.1372
2020.9.12,표준등급,Kelly Collister,개인고객,강남구,서울,수도권,사무용품,종이,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,1,0,3.5767
2020.9.12,표준등급,Kelly Collister,개인고객,강남구,서울,수도권,전자제품,액세서리,Logitech P710e Mobile Speakerphone,3347.37,13,0,636.0003
2020.12.11,1등급,Delfina Latchford,개인고객,성남시,경기도,수도권,사무용품,저장고,"Fellowes Personal Hanging Folder Files, Navy",80.58,6,0,22.5624
2020.12.11,1등급,Delfina Latchford,개인고객,성남시,경기도,수도권,사무용품,봉투,Tyvek Side-Opening Peel & Seel Expanding Envelopes,361.92,4,0,162.864
2020.11.28,표준등급,Dan Reichenbach,기업고객,남동구,인천광역시,특별광역시,가구,기타 가구,Eldon 100 Class Desk Accessories,12.132,9,0.6,-8.4924
2020.11.28,표준등급,Dan Reichenbach,기업고객,남동구,인천광역시,특별광역시,사무용품,저장고,"Belkin 19"" Vented Equipment Shelf, Black",82.368,2,0.2,-19.5624
2020.11.28,표준등급,Dan Reichenbach,기업고객,남동구,인천광역시,특별광역시,사무용품,저장고,"Tenex Personal Project File with Scoop Front Design, Black",53.92,5,0.2,4.044
2020.11.28,표준등급,Dan Reichenbach,기업고객,남동구,인천광역시,특별광역시,전자제품,전화기,Logitech Mobile Speakerphone P710e - speaker phone,647.904,6,0.2,56.6916
2019.12.2,2등급,Craig Carreira,개인고객,성남시,경기도,수도권,전자제품,액세서리,Sabrent 4-Port USB 2.0 Hub,20.37,3,0,6.9258
2019.12.2,2등급,Craig Carreira,개인고객,성남시,경기도,수도권,사무용품,저장고,Safco Industrial Shelving,221.55,3,0,6.6465
2019.12.2,2등급,Craig Carreira,개인고객,성남시,경기도,수도권,사무용품,바인더,Acco 3-Hole Punch,17.52,5,0.2,6.132
2019.6.9,표준등급,Dorris liebe,기업고객,성북구,서울,수도권,사무용품,가정용 전자기기,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1.624,2,0.8,-4.466
2019.9.19,2등급,Sean Braxton,기업고객,안산시,경기도,수도권,전자제품,기계,Lexmark MX611dhe Monochrome Laser Printer,3059.982,3,0.4,-509.997
2019.9.19,2등급,Sean Braxton,기업고객,안산시,경기도,수도권,전자제품,기계,Xerox WorkCentre 6505DN Laser Multifunction Printer,2519.958,7,0.4,-251.9958
2020.6.7,표준등급,Roy Collins,개인고객,남동구,인천광역시,특별광역시,전자제품,전화기,Cisco Small Business SPA 502G VoIP phone,328.224,4,0.2,28.7196
2020.11.10,표준등급,Alan Hwang,개인고객,노원구,서울,수도권,전자제품,액세서리,Microsoft Sculpt Comfort Mouse,79.9,2,0,35.156
2019.6.17,표준등급,Claudia Bergmann,기업고객,종로구,서울,수도권,사무용품,아트,"Quartet Omega Colored Chalk, 12/Pack",14.016,3,0.2,4.7304
2020.1.22,표준등급,Paul Gonzalez,개인고객,충주시,충청북도,충청,사무용품,잠금장치,Bagged Rubber Bands,7.56,6,0,0.3024
2019.12.10,표준등급,Christine Abelman,기업고객,중구,서울,수도권,사무용품,저장고,Safco Commercial Shelving,37.208,1,0.2,-7.4416
2019.12.10,표준등급,Christine Abelman,기업고객,중구,서울,수도권,사무용품,봉투,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",57.576,3,0.2,21.591
2019.12.29,2등급,Kristen Hastings,기업고객,서초구,서울,수도권,사무용품,저장고,Adjustable Depth Letter/Legal Cart,725.84,4,0,210.4936
2020.7.30,1등급,Helen Andreada,개인고객,서초구,서울,수도권,전자제품,액세서리,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,209.93,7,0,92.3692
2020.7.30,1등급,Helen Andreada,개인고객,서초구,서울,수도권,가구,기타 가구,Regeneration Desk Collection,5.28,3,0,2.3232
2020.7.30,1등급,Helen Andreada,개인고객,서초구,서울,수도권,사무용품,바인더,Presstex Flexible Ring Binders,10.92,3,0.2,4.095
2019.9.17,1등급,Barry Blumstein,기업고객,양천구,서울,수도권,사무용품,종이,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",8.82,2,0,4.0572
2019.9.17,1등급,Barry Blumstein,기업고객,양천구,서울,수도권,사무용품,아트,Newell 330,5.98,1,0,1.5548
2019.10.14,표준등급,Andrew Gjertsen,기업고객,양산시,경상남도,경상,사무용품,종이,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",11.648,2,0.2,4.0768
2019.10.14,표준등급,Andrew Gjertsen,기업고객,양산시,경상남도,경상,사무용품,종이,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",18.176,4,0.2,5.9072
2019.10.14,표준등급,Andrew Gjertsen,기업고객,양산시,경상남도,경상,사무용품,저장고,Eldon Simplefile Box Office,59.712,6,0.2,5.9712
2019.10.14,표준등급,Andrew Gjertsen,기업고객,양산시,경상남도,경상,사무용품,라벨,Avery 489,24.84,3,0.2,8.694
2020.9.26,2등급,Steven Cartwright,개인고객,안산시,경기도,수도권,사무용품,바인더,Round Ring Binders,2.08,5,0.8,-3.432
2020.9.26,2등급,Steven Cartwright,개인고객,안산시,경기도,수도권,전자제품,전화기,Bose SoundLink Bluetooth Speaker,1114.4,7,0.2,376.11
2020.11.2,표준등급,Jas O'Carroll,개인고객,송파구,서울,수도권,가구,테이블,"Bevis Round Bullnose 29"" High Table Top",1038.84,5,0.2,51.942
2020.12.19,2등급,Alan Haines,기업고객,영암군,전라남도,전라,사무용품,바인더,GBC VeloBinder Electric Binding Machine,254.058,7,0.7,-169.372
2020.12.19,2등급,Alan Haines,기업고객,영암군,전라남도,전라,사무용품,가정용 전자기기,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",194.528,2,0.2,24.316
2020.12.19,2등급,Alan Haines,기업고객,영암군,전라남도,전라,사무용품,소모품,Premier Automatic Letter Opener,961.48,5,0.2,-204.3145
2020.11.21,2등급,Nick Zandusky,홈오피스,중구,서울,수도권,사무용품,잠금장치,Advantus SlideClip Paper Clips,19.096,7,0.2,6.6836
2020.11.21,2등급,Nick Zandusky,홈오피스,중구,서울,수도권,사무용품,라벨,Avery 512,18.496,8,0.2,6.2424
2020.11.21,2등급,Nick Zandusky,홈오피스,중구,서울,수도권,전자제품,액세서리,Logitech Wireless Gaming Headset G930,255.984,2,0.2,54.3966
2020.11.21,2등급,Nick Zandusky,홈오피스,중구,서울,수도권,가구,책장,"Bush Westfield Collection Bookcases, Medium Cherry Finish",86.97,3,0.5,-48.7032
2020.10.29,표준등급,Jonathan Doherty,기업고객,진천군,충청북도,충청,사무용품,종이,Xerox 223,32.4,5,0,15.552
2020.10.29,표준등급,Jonathan Doherty,기업고객,진천군,충청북도,충청,사무용품,저장고,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",1082.48,8,0,10.8248
2020.10.29,표준등급,Jonathan Doherty,기업고객,진천군,충청북도,충청,사무용품,종이,Xerox 1939,56.91,3,0,27.3168
2020.10.29,표준등급,Jonathan Doherty,기업고객,진천군,충청북도,충청,가구,기타 가구,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,4,0,38.024
2020.10.29,표준등급,Jonathan Doherty,기업고객,진천군,충청북도,충청,사무용품,바인더,Avery Premier Heavy-Duty Binder with Round Locking Rings,14.28,1,0,6.5688
2019.11.20,표준등급,Jonathan Howell,개인고객,남동구,인천광역시,특별광역시,가구,테이블,BPI Conference Tables,219.075,3,0.5,-131.445
2020.5.4,2등급,Alan Schoenberger,기업고객,성남시,경기도,수도권,가구,기타 가구,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,26.8,2,0,12.864
2019.12.30,표준등급,Ken Brennan,기업고객,서초구,서울,수도권,사무용품,아트,Newell 350,9.84,3,0,2.8536
2019.6.1,표준등급,Corey Roper,홈오피스,서초구,서울,수도권,사무용품,바인더,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",45.48,3,0,20.9208
2019.6.1,표준등급,Corey Roper,홈오피스,서초구,서울,수도권,사무용품,아트,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,289.2,6,0,83.868
2019.4.16,1등급,Shahid Hopkins,개인고객,수원시,경기도,수도권,사무용품,아트,Faber Castell Col-Erase Pencils,4.89,1,0,2.0049
2019.9.27,표준등급,Thomas Seio,기업고객,괴산군,충청북도,충청,가구,기타 가구,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87.54,3,0,37.6422
2019.8.9,표준등급,Andy Gerbode,기업고객,나주시,전라남도,전라,전자제품,전화기,AT&T 1070 Corded Phone,178.384,2,0.2,22.298
2019.8.9,표준등급,Andy Gerbode,기업고객,나주시,전라남도,전라,사무용품,종이,Xerox 21,15.552,3,0.2,5.4432
2019.12.28,1등급,Sung Pak,기업고객,양산시,경상남도,경상,사무용품,아트,"Boston School Pro Electric Pencil Sharpener, 1670",99.136,4,0.2,8.6744
2019.11.4,표준등급,Nathan Mautz,홈오피스,성남시,경기도,수도권,가구,의자,DMI Arturo Collection Mission-style Design Wood Chair,135.882,1,0.1,24.1568
2019.11.4,표준등급,Nathan Mautz,홈오피스,성남시,경기도,수도권,전자제품,기계,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98,2,0,1995.99
2019.11.4,표준등급,Nathan Mautz,홈오피스,성남시,경기도,수도권,전자제품,전화기,Panasonic Kx-TS550,275.94,6,0,80.0226
2019.11.4,표준등급,Nathan Mautz,홈오피스,성남시,경기도,수도권,전자제품,액세서리,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360,4,0,129.6
2019.11.4,표준등급,Nathan Mautz,홈오피스,성남시,경기도,수도권,사무용품,저장고,"Trav-L-File Heavy-Duty Shuttle II, Black",43.57,1,0,13.071
2019.9.19,표준등급,Frank Atkinson,기업고객,동작구,서울,수도권,사무용품,잠금장치,OIC Binder Clips,7.16,2,0,3.58
2020.4.24,표준등급,Grace Kelly,기업고객,성북구,서울,수도권,사무용품,바인더,Ibico Laser Imprintable Binding System Covers,251.52,6,0.2,81.744
2020.4.24,표준등급,Grace Kelly,기업고객,성북구,서울,수도권,전자제품,액세서리,Logitech Wireless Headset h800,99.99,1,0,34.9965
2020.8.31,1등급,Patrick O'Brill,개인고객,양산시,경상남도,경상,전자제품,전화기,Aastra 57i VoIP phone,290.898,3,0.4,-67.8762
2020.8.31,1등급,Patrick O'Brill,개인고객,양산시,경상남도,경상,사무용품,저장고,"File Shuttle II and Handi-File, Black",54.224,2,0.2,3.389
2020.8.31,1등급,Patrick O'Brill,개인고객,양산시,경상남도,경상,가구,의자,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,786.744,4,0.3,-258.5016
2020.8.31,1등급,Patrick O'Brill,개인고객,양산시,경상남도,경상,사무용품,라벨,Round Specialty Laser Printer Labels,100.24,10,0.2,33.831
2020.8.31,1등급,Patrick O'Brill,개인고객,양산시,경상남도,경상,사무용품,바인더,GBC Premium Transparent Covers with Diagonal Lined Pattern,37.764,6,0.7,-27.6936
2020.4.26,2등급,John Lucas,개인고객,양산시,경상남도,경상,전자제품,전화기,AT&T 841000 Phone,82.8,2,0.4,-20.7
2020.4.26,2등급,John Lucas,개인고객,양산시,경상남도,경상,사무용품,바인더,Ibico Recycled Grain-Textured Covers,20.724,2,0.7,-13.816
2020.4.26,2등급,John Lucas,개인고객,양산시,경상남도,경상,사무용품,바인더,Wilson Jones Custom Binder Spines & Labels,4.896,3,0.7,-3.4272
2020.9.1,2등급,Doug Bickford,개인고객,송파구,서울,수도권,사무용품,바인더,Storex Dura Pro Binders,4.752,1,0.2,1.6038
2020.9.1,2등급,Doug Bickford,개인고객,송파구,서울,수도권,전자제품,복사기,Hewlett Packard LaserJet 3310 Copier,959.984,2,0.2,335.9944
2020.9.1,2등급,Doug Bickford,개인고객,송파구,서울,수도권,사무용품,바인더,Avery Non-Stick Binders,14.368,4,0.2,4.49
2019.7.12,표준등급,Alyssa Crouse,기업고객,서초구,서울,수도권,사무용품,바인더,Tuff Stuff Recycled Round Ring Binders,7.712,2,0.2,2.7956
2019.7.12,표준등급,Alyssa Crouse,기업고객,서초구,서울,수도권,가구,테이블,Hon 5100 Series Wood Tables,698.352,3,0.2,-17.4588
2019.4.13,2등급,Jonathan Doherty,기업고객,양산시,경상남도,경상,사무용품,아트,Newell 314,17.856,4,0.2,1.116
2019.4.13,2등급,Jonathan Doherty,기업고객,양산시,경상남도,경상,사무용품,바인더,Fellowes PB200 Plastic Comb Binding Machine,509.97,10,0.7,-407.976
2019.4.13,2등급,Jonathan Doherty,기업고객,양산시,경상남도,경상,사무용품,잠금장치,Staples,30.992,13,0.2,10.0724
2019.4.13,2등급,Jonathan Doherty,기업고객,양산시,경상남도,경상,전자제품,전화기,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",71.928,12,0.4,8.3916
